adjudication_status,annotator_id,candidate_confidence,candidate_event_chain_stage,candidate_evidence_ids,candidate_id,candidate_opinion,candidate_rationale,candidate_sentiment,candidate_stakeholder,chain_confidence,edit_reason,event_id,event_name,evidence_ids,evidence_quotes,evidence_texts,exclusion_reason,gold_event_chain_order,gold_event_chain_stage,gold_evidence_ids,gold_notes,gold_opinion,gold_rationale,gold_sentiment,gold_stakeholder,gold_support_label,human_decision,issue_flags,missing_stages,notes,opinion,rationale,review_status,reviewer_id,sentiment,source_type,stakeholder,support_label,tuple_id,verification_label,verification_rationale,verification_score
,,0.8,response,ev-02025,E041_SOA_002,将提升高峰运力以缓解拥挤,官方回应称将提升高峰运力,neutral,地铁运营方,0.7856,,E041,某市地铁早高峰拥挤引发投诉,ev-02025,上海地铁运营方在确保载重负荷安全的前提下，拆除了16号线列车的部分座椅，以增加载客量;官方回应：提升高峰运力,台北捷运发生无差别伤人事件，通勤高峰惊魂致2死7伤 访客 2025-12-22 09:07:39 1930 默认 台北捷运发生无差别伤人事件，造成2人死亡、7人受伤，事件发生在通勤高峰期间，令人惊魂，警方正在全力调查事件原因，呼吁市民保持警惕，注意自身安全，此次事件给台北市民的出行带来了极大的不便和恐慌，相关部门正在采取措施加强安保工作，确保类似事件不再发生。 台北车站19日下午5点30分左右发生了一起攻击事件。一名戴有防毒面具的男子在台北车站出口附近投掷烟雾弹，导致一人送医时无生命迹象。该嫌犯随后逃至地铁中山站，...,not_final_human_decision,,response,ev-02025,,将提升高峰运力以缓解拥挤,官方回应称将提升高峰运力,neutral,地铁运营方,supported,need_review,no_issue,follow_up,,将提升高峰运力以缓解拥挤,官方回应称将提升高峰运力,unreviewed,,neutral,system_candidate,地铁运营方,supported,E041_SOA_002,supported,证据中明确提到上海地铁运营方拆除座位以提升高峰运力，且官方回应称将提升高峰运力，支持候选元组的观点和情绪。,1.0
,,1.0,conflict,ev-02083,E042_SOA_001,公交车站调整造成居民出行不便,居民留言反映丰台区三路居公交站调整后出行不便,negative,居民,0.5914,,E042,某地公交线路调整引发居民不满,ev-02083,公交车站调整造成居民出行不便;现在所有公交站都调整到了新修的丽泽路上，造成三路居沿线七八个小区的居民出行不方便,线路通告（公交77、78、92、M5、Q1路优化调整） 来源: 南通市公共交通集团有限公司 发布时间：2025-01-17 09:16 字体：[ 大 中 小 ] 为更好地向市民朋友们提供高效、舒适、便捷的精准公交出行服务，南通公交集团综合考虑农批市场方面意见、客流数据及公交整体线网布局，详细研究制定线路走向及停靠站点，拟自2025年1月17日起，对77、78、92、M5、Q1路进行优化调整，具体方案如下： 走向调整线路 77路 起讫点调整为：永怡家园西—农批市场（内） 首末班时间调整为：永怡家园西6:00—18:0...,not_final_human_decision,,conflict,ev-02083,,公交车站调整造成居民出行不便,居民留言反映丰台区三路居公交站调整后出行不便,negative,居民,supported,need_review,no_issue,diffusion;response,,公交车站调整造成居民出行不便,居民留言反映丰台区三路居公交站调整后出行不便,unreviewed,,negative,system_candidate,居民,supported,E042_SOA_001,supported,证据中居民留言直接表达了公交车站调整造成出行不便，与候选元组观点一致，情绪为负面，依据匹配。,1.0
,,1.0,conflict,ev-02079,E042_SOA_002,东莞巴士线路不合理导致财政亏损,市民投诉公交线路不合理，导致市财政亏损,negative,市民,0.5914,,E042,某地公交线路调整引发居民不满,ev-02079,东莞巴士不合理线路为何不调整，亏空市财政谁之过？;浪费纳税人的钱去运空气，纳税人不答应！,我市第四批公交车道优化调整措施今起实施 非交通高峰时间BRT2、BRT3线路公交专用道可供社会车辆通行 时间：2026年04月28日 字号： [ 大 中 小 ] 打印 根据北京市交通委员会、北京市公安局交通管理局联合发布的《关于进一步优化调整公交专用道设置及通行管理的通告》，今天起，BRT2、BRT3运行线路公交专用道，统一调整为工作日7—9时、17—19时为公交专用道，其他时间可供社会车辆通行。 早上9点，在朝阳路，虽然已过早高峰，路面车流仍处于高位运行，道路中央主路最外侧BRT2线使用的公交专用道已调整为工作日...,not_final_human_decision,,conflict,ev-02079,,东莞巴士线路不合理导致财政亏损,市民投诉公交线路不合理，导致市财政亏损,negative,市民,supported,need_review,no_issue,diffusion;response,,东莞巴士线路不合理导致财政亏损,市民投诉公交线路不合理，导致市财政亏损,unreviewed,,negative,system_candidate,市民,supported,E042_SOA_002,supported,证据中市民投诉直接表明对公交线路不合理导致财政亏损的负面观点，完全支持候选元组。,1.0
,,1.0,trigger,ev-02049,E042_SOA_003,公交公司优化线路导致出行难,居民投诉嘉峪关10路优化导致需换乘，出行更难,negative,居民,0.5914,,E042,某地公交线路调整引发居民不满,ev-02049,优化之后，要中转;出行难上加难,1号线早高峰究竟发生了什么？上海地铁发布情况说明→ 2024-06-24 18:14 来源： 新民晚报 今天（6月24日）下午 上海地铁官方发布 关于今早1号线延长路站列车 紧急拉手被激活 导致晚点延误的情况说明 ▽ 2024年6月24日8时10分左右，1号线延长路站（往莘庄站方向）一列列车在上下客结束出站时，第5节车厢一扇车门紧急拉手突然被激活，触发列车停车。为此，司机第一时间从车头驾驶室穿过4节车厢，至现场处置。由于正值早高峰，车厢内较为拥挤，司机于8时15分左右到达该扇车门位置，手动复位紧急拉手后列车于8时1...,not_final_human_decision,,trigger,ev-02049,,公交公司优化线路导致出行难,居民投诉嘉峪关10路优化导致需换乘，出行更难,negative,居民,supported,need_review,no_issue,diffusion;response,,公交公司优化线路导致出行难,居民投诉嘉峪关10路优化导致需换乘，出行更难,unreviewed,,negative,system_candidate,居民,supported,E042_SOA_003,supported,证据中居民投诉内容明确表达了因10路优化导致需要换乘、出行更难的负面意见，完全支持候选元组中的观点和情绪。,1.0
,,1.0,follow_up,ev-02078,E042_SOA_004,公交变更发车次数给学生带来困扰,家长反映307路车次减少，影响学生返校,negative,家长,0.5914,,E042,某地公交线路调整引发居民不满,ev-02078,公交车随意变更发车次数;307路公交车，从大岭山文化广场到常平汽车站，从11月27日由原来下午4趟变更成2趟;给学生和家长都带来很大困扰,索引号： 11440100MB2C91373B/2026-00430 分类： 城市公共交通运输、其他 发布机构： 广州市交通运输局 成文日期： 2026-04-21 名称： 关于调整公共汽车瑶台站等站点及相关停靠线路的告示 文号： 发布日期： 2026-04-21 主题词： 关于调整公共汽车瑶台站等站点及相关停靠线路的告示 发布日期：2026-04-21 浏览次数： 为方便市民出行、配合工程施工，经研究，决定调整公共汽车瑶台站等站点及相关停靠线路，现将有关事项告示如下： 一、调整措施 （一）为配合越秀区瑶台村改造工...,not_final_human_decision,,follow_up,ev-02078,,公交变更发车次数给学生带来困扰,家长反映307路车次减少，影响学生返校,negative,家长,supported,need_review,no_issue,diffusion;response,,公交变更发车次数给学生带来困扰,家长反映307路车次减少，影响学生返校,unreviewed,,negative,system_candidate,家长,supported,E042_SOA_004,supported,证据中用户（家长）明确反映307路公交车由下午4趟变更为2趟，给学生和家长带来很大困扰，支持了候选元组中的主体、观点、情绪和依据。,1.0
,,0.9,conflict,ev-03004;ev-03008,E043_SOA_001,共享单车乱停乱放，影响出行，希望规范停放,网友通过人民网留言反映共享单车占用人行道、机动车道、小区门口乱停,negative,市民,0.7314,,E043,某市共享单车乱停放治理争议,ev-03004;ev-03008,共享自行车方便了群众，却占用人行道、机动车道，还在小区门口乱停乱放。;希望能规范停放。,;,not_final_human_decision,,conflict,ev-03004;ev-03008,,共享单车乱停乱放，影响出行，希望规范停放,网友通过人民网留言反映共享单车占用人行道、机动车道、小区门口乱停,negative,市民,supported,need_review,no_issue,diffusion;follow_up,,共享单车乱停乱放，影响出行，希望规范停放,网友通过人民网留言反映共享单车占用人行道、机动车道、小区门口乱停,unreviewed,,negative,system_candidate,市民,supported,E043_SOA_001,supported,证据直接包含网友反映共享单车占用人行道、机动车道、小区门口乱停乱放并希望规范停放，与候选元组完全一致，情绪负面合理。,1.0
,,0.85,response,ev-02095,E043_SOA_002,采用前端巡查、压实企业责任、联合运营等方式治理,玉州城管主动作为，多举措破解共享单车乱停放难题,neutral,城管部门,0.7314,,E043,某市共享单车乱停放治理争议,ev-02095,玉州区城市管理综合行政执法大队主动作为，通过前端巡查、压实企业责任、创新联合运营等多举措，有效破解共享单车乱停乱放困局。,视频 | 家门口的公交线路调整，谁说了算？ 新闻透视 2024-08-19 11:21:55 在上海，轨道交通在公共交通出行中的占比已经达到了76%，为了衔接市民出行的最后一公里，地面公交作为'鱼骨型'交通的补充具有举足轻重的作用。不过，现实中公交线路如何规划，特别是每每有线网优化调整时，总会触动到出行居民，从而导致沿线居民、主管部门、运营方之间的'博弈'，那么能不能有一个各方都相对满意方案呢？最近，一条224路公交就面临着调整。 在宜川路街道的会议室里，一场唇枪舌战正在进行。此前，一张224路公交线路将取消华阴路...,not_final_human_decision,,response,ev-02095,,采用前端巡查、压实企业责任、联合运营等方式治理,玉州城管主动作为，多举措破解共享单车乱停放难题,neutral,城管部门,supported,need_review,no_issue,diffusion;follow_up,,采用前端巡查、压实企业责任、联合运营等方式治理,玉州城管主动作为，多举措破解共享单车乱停放难题,unreviewed,,neutral,system_candidate,城管部门,supported,E043_SOA_002,supported,证据明确描述了玉州城管通过前端巡查、压实企业责任、创新联合运营等举措破解共享单车乱停放难题，与候选元组的stakeholder、opinion和rationale完全一致，sentiment为neutral符合官方通报的治理行为。,1.0
,,0.8,response,ev-03013,E043_SOA_003,高度重视共享单车规范停放，引导行业健康有序发展,焦作市城管局答复市人大建议，表示一直重视车辆规范停放,neutral,城管部门,0.7314,,E043,某市共享单车乱停放治理争议,ev-03013,市城管局一直高度重视车辆的规范停放和有序管理工作;为引导和规范互联网租赁自行车健康有序停放,,not_final_human_decision,,response,ev-03013,,高度重视共享单车规范停放，引导行业健康有序发展,焦作市城管局答复市人大建议，表示一直重视车辆规范停放,neutral,城管部门,supported,need_review,no_issue,diffusion;follow_up,,高度重视共享单车规范停放，引导行业健康有序发展,焦作市城管局答复市人大建议，表示一直重视车辆规范停放,unreviewed,,neutral,system_candidate,城管部门,supported,E043_SOA_003,supported,证据中明确提到焦作市城管局高度重视共享单车规范停放，并引导行业健康有序发展，与候选元组观点一致，sentiment为中性，依据充分。,1.0
,,0.8,resolution,ev-03014,E043_SOA_004,研究切实解决共享单车助动车乱停放问题,对市十六届人大三次会议第0501号代表建议的答复,neutral,城管部门,0.7314,,E043,某市共享单车乱停放治理争议,ev-03014,收到您的建议后，我局领导高度重视，前往地铁1号线、9号线、13号线沿线站点实地调研，并召集相关处室和基层城管执法部门负责人研究对策措施。,,not_final_human_decision,,resolution,ev-03014,,研究切实解决共享单车助动车乱停放问题,对市十六届人大三次会议第0501号代表建议的答复,neutral,城管部门,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,研究切实解决共享单车助动车乱停放问题,对市十六届人大三次会议第0501号代表建议的答复,unreviewed,,neutral,system_candidate,城管部门,supported,E043_SOA_004,supported,证据为官方答复，明确提及城管部门研究解决共享单车乱停放问题，与候选元组的 stakeholder、opinion、sentiment 和 rationale 完全对应。,1.0
,,0.7732,response,ev-02173,E044_SOA_001,网约车平台存在九大问题,入驻式检查发现公共安全隐患等九大问题,neutral,交通部,0.7451,,E044,某地网约车司机抽成比例争议,ev-02173,交通部：网约车平台存九大问题;检查组发现滴滴出行等网约车、顺风车平台公司主要存在公共安全隐患问题巨大；顺风车产品安全隐患问题巨大；应急管理基础薄弱、效能低下；非法营运问题突出；安全生产主体责任落实不到位；企业平台诚信严重缺失；个人信息安全问题突出；社会稳定风险突出；涉嫌行业垄断等九大问题。,人民网：网约车定价规则透明应是行业基本共识 澎湃新闻 05-09 12:37 近日，有媒体调查发现，一些网约车平台抽成超过20%，有时甚至高达50%。也就是说，乘客支付的车费中，最多将近一半被平台抽走了。如此高的抽成比例，引发了司机的不满，也让外界聚焦到网约车平台的定价规则上来。 面对'抽成过高''抽成规则不透明'的质疑，滴滴方面回应称，网约车司机的收入占比，总体上为乘客应付金额的79.1%。平台抽走的两成多部分，扣除各项成本和税费，最终剩下属于平台的净利润只有3.1%。 3.1%的净利润，确实不能算高。但包括滴滴...,not_final_human_decision,,response,ev-02173,,网约车平台存在九大问题,入驻式检查发现公共安全隐患等九大问题,neutral,交通部,supported,need_review,no_issue,follow_up,,网约车平台存在九大问题,入驻式检查发现公共安全隐患等九大问题,unreviewed,,neutral,system_candidate,交通部,supported,E044_SOA_001,supported,证据明确提到交通运输部通报网约车平台存在九大问题，与候选元组观点和依据一致，情绪为中性。,1.0
,,0.5855,response,ev-02166,E044_SOA_002,抽成过高导致收入下降,媒体调查抽成超20%甚至50%引发司机不满,negative,网约车司机,0.7451,,E044,某地网约车司机抽成比例争议,ev-02166,有媒体调查发现，一些网约车平台抽成超过20%，有时甚至高达50%。;如此高的抽成比例，引发了司机的不满。;司机的感受却是收入不见多，甚至还减少了。,网约车抽成降了3%，司机却更穷了？平台账本藏着的秘密让人看不懂 美学暖居 10-22 去年八月，网约车平台一块儿说要降抽成，滴滴和T3降到百分之二十七，曹操更低，到百分之二十二点五，大家以为司机能多拿点，可不少老司机摇头，订单少了，收入也跟着往下掉，抽成降了三个点，根本补不上损失，北京一个跑五年滴滴的司机算了笔账，就算每单多赚两块，一个月也就多两百，可现在每天流水比去年少了四成，抽成降的好处，压根盖不住订单减少的窟窿。 平台抽成其实没到顶，行业数据显示多数订单抽成在百分之十四到二十之间，滴滴去年平均抽成才百分之十四...,not_final_human_decision,,response,ev-02166,,抽成过高导致收入下降,媒体调查抽成超20%甚至50%引发司机不满,negative,网约车司机,supported,need_review,no_issue,follow_up,,抽成过高导致收入下降,媒体调查抽成超20%甚至50%引发司机不满,unreviewed,,negative,system_candidate,网约车司机,supported,E044_SOA_002,supported,证据明确提到媒体调查抽成超20%甚至50%，引发司机不满，并指出司机感受收入未增加甚至减少，支持抽成过高导致收入下降及负面情绪。,1.0
,,0.5855,response,ev-02166,E044_SOA_003,网约车定价规则透明应是行业基本共识,发现抽成高达50%引发关注,neutral,媒体,0.7451,,E044,某地网约车司机抽成比例争议,ev-02166,网约车定价规则透明应是行业基本共识;有媒体调查发现，一些网约车平台抽成超过20%，有时甚至高达50%,网约车抽成降了3%，司机却更穷了？平台账本藏着的秘密让人看不懂 美学暖居 10-22 去年八月，网约车平台一块儿说要降抽成，滴滴和T3降到百分之二十七，曹操更低，到百分之二十二点五，大家以为司机能多拿点，可不少老司机摇头，订单少了，收入也跟着往下掉，抽成降了三个点，根本补不上损失，北京一个跑五年滴滴的司机算了笔账，就算每单多赚两块，一个月也就多两百，可现在每天流水比去年少了四成，抽成降的好处，压根盖不住订单减少的窟窿。 平台抽成其实没到顶，行业数据显示多数订单抽成在百分之十四到二十之间，滴滴去年平均抽成才百分之十四...,not_final_human_decision,,response,ev-02166,,网约车定价规则透明应是行业基本共识,发现抽成高达50%引发关注,neutral,媒体,supported,need_review,no_issue,follow_up,,网约车定价规则透明应是行业基本共识,发现抽成高达50%引发关注,unreviewed,,neutral,system_candidate,媒体,supported,E044_SOA_003,supported,证据中人民网文章标题和内容明确提到'网约车定价规则透明应是行业基本共识'，并且提及'抽成高达50%'作为背景，完整支持该元组。,1.0
,,0.8,conflict,ev-02206;ev-02205;ev-02214;ev-02223,E045_SOA_001,智慧停车计费不准确，短时停车被多收费,停车12秒被收4元，停车15分钟被收4元，停车不足1小时被记录为3.5小时,negative,车主,0.7487,,E045,某市停车收费智能化系统争议,ev-02206;ev-02205;ev-02214;ev-02223,只停了12秒，结果收了4元停车费;只停了15分钟，竟然产生了4元的停车费;停车不足1个小时，却被记录成停车3个半小时,石家庄智慧泊车APP上线 停车收费实现非现金支付 来源：河北新闻网 2017-10-14 01:07:25 石家庄智慧泊车APP上线 停车收费实现非现金支付 10月13日，石家庄智慧泊车APP正式上线运行。图为APP推广会现场。 记者田明摄 河北新闻网10月13日讯（记者任学光、王萌）今天，石家庄智慧泊车服务有限公司召开新闻发布会宣布，石家庄智慧泊车手机APP正式上线，市民通过扫描二维码或手机软件商店搜索'石家庄智慧泊车'下载安装后，即可通过手机查找和定位附近停车场，寻找空余车位。 10月13日，石家庄智慧泊车AP...;菏泽又建成3814个智慧泊车位，涉及桂陵路、广州路、郑州路等 大众报业·齐鲁壹点2021-12-12 今年以来，菏泽着眼满足群众改善生活品质需求，加大城区'停车难'问题治理力度，实施智慧停车管理，目前3216泊位已接入智慧停车一体化平台并实施收费，城区停车秩序得到了有效规范。目前，智慧停车收尾工程正在加紧施工。 30分钟免费，菏泽已有3216个智慧泊车位收费 随着菏泽汽车拥有量的迅速增加，导致城市汽车和停车位之间的矛盾日益突出，停车问题备受市民关注。菏泽高度重视城市建设，2021年把菏泽市区建设智慧泊车位7000个...;岳麓山评论丨智慧停车到底如何取信于民？ 新湖南 • 今日热评 2025-04-11 22:50:26 杨兴东 近日，广州、资阳、曲靖等市的智慧停车服务公司，连续多天发布停车费催缴通知，公布了欠费车主的车牌号及欠费金额，并表示，如果拒不缴纳，公司将起诉车主。类似案例在南宁、重庆等地均有发生，涉及欠费金额从数百元至数千元不等。 智慧停车盘活路边停车位，本是一种管理创新，为何很多城市居民却并不买账？ 具体来看，这场纠纷的本质，绝非简单的欠费追讨，而是公共性与市场化之间的价值冲突。前些年，南宁车主遭遇的'停十几分钟收二十元...;路侧停车误扣费怎么办？退费全攻略—— 日期:2024年11月18日 18:40 来源:海淀城事 车辆未驶离 居民可先将车辆驶离，只有车辆驶离后，有完整的进出场记录才能推送订单，因网络等因素，订单的推送也有一定的时效，建议离场后30分钟后再进行订单查询。 车辆已驶离 建议居民离场后30分钟后，再进行订单查询，不会产生多计费的情况，如果驶离后较长时间还显示计费中，可拨打 '12328'（交通运输服务24小时监督电话）或在工作日早9:00-晚17:30拨打海淀区订单查询电话（88489626或88487781）进行查询，...,not_final_human_decision,,conflict,ev-02206;ev-02205;ev-02214;ev-02223,,智慧停车计费不准确，短时停车被多收费,停车12秒被收4元，停车15分钟被收4元，停车不足1小时被记录为3.5小时,negative,车主,supported,need_review,no_issue,diffusion;follow_up,,智慧停车计费不准确，短时停车被多收费,停车12秒被收4元，停车15分钟被收4元，停车不足1小时被记录为3.5小时,unreviewed,,negative,system_candidate,车主,supported,E045_SOA_001,supported,证据中明确包含车主吐槽停车12秒被收4元、停车15分钟被收4元、停车不足1小时被记录为3.5小时等计费不准确案例，观点和情绪与证据一致。,1.0
,,0.8,response,ev-02211,E045_SOA_002,小区路边智慧停车收费过高，一天40元不合理,在小区区间路设置智慧停车收费位，一天高达40元,negative,居民,0.7487,,E045,某市停车收费智能化系统争议,ev-02211,一天高达40元，收费过高，在居民小区区间路设置不合理,智慧停车'三问'：计费能否更人性？标识清晰否？申诉难不难？ 2025年08月24日09:16 | 来源：上观新闻 '我把车停在路边，让后排父母下车，只停了12秒，结果收了4元停车费，真是胸闷！' '智慧停车'是上海交通部门为推动交通数字化转型而实施的一项重要举措，通过'无人值守、电子监管、自动计费、便捷支付'的智能化管理模式，收费转为执行咪表收费标准，旨在实现停车资源的共享利用，为车主提供更加轻松、便捷的停车体验。 然而，本该更便民的'智慧停车'，却让不少市民有'踩坑'之感。顾秀平、周振波等市人大代表认为，'智慧停...,not_final_human_decision,,response,ev-02211,,小区路边智慧停车收费过高，一天40元不合理,在小区区间路设置智慧停车收费位，一天高达40元,negative,居民,supported,need_review,no_issue,diffusion;follow_up,,小区路边智慧停车收费过高，一天40元不合理,在小区区间路设置智慧停车收费位，一天高达40元,unreviewed,,negative,system_candidate,居民,supported,E045_SOA_002,supported,证据中明确包含网友（居民）反映收费过高、一天40元、设置不合理，与候选元组中的主体、观点、情绪和依据完全一致。,1.0
,,0.8,conflict,ev-02213,E045_SOA_003,路边停车未及时通知导致高额欠费,以为免费停车，8个月后欠费6000多元，从未接到催费通知,negative,居民,0.7487,,E045,某市停车收费智能化系统争议,ev-02213,以为是免费停车，但8个月后却发现自己欠交停车费6000多元;在此期间，她从未接到相关的停车费催交电话或者提示短信;‘既然是‘智慧停车’，为什么不能给我们欠费人发一条告知短信呢？’面对高额欠费，胡女士无奈地说道,智慧停车'三问'：计费能否更人性？标识清晰否？申诉难不难？ 伴公汀 2025-08-24 07:00 来源：上观新闻 作者：解放日报 王海燕 '智慧停车'有待进一步提升优化。 '我把车停在路边，让后排父母下车，只停了12秒，结果收了4元停车费，真是胸闷！' '智慧停车'是上海交通部门为推动交通数字化转型而实施的一项重要举措，通过'无人值守、电子监管、自动计费、便捷支付'的智能化管理模式，收费转为 执行咪表收费标准，旨在实现停车资源的共享利用，为车主提供更加轻松、便捷的停车体验。 然而，本该更便民的'智慧停车'，却让...,not_final_human_decision,,conflict,ev-02213,,路边停车未及时通知导致高额欠费,以为免费停车，8个月后欠费6000多元，从未接到催费通知,negative,居民,supported,need_review,no_issue,diffusion;follow_up,,路边停车未及时通知导致高额欠费,以为免费停车，8个月后欠费6000多元，从未接到催费通知,unreviewed,,negative,system_candidate,居民,supported,E045_SOA_003,supported,证据中上海浦东居民胡女士的经历与候选元组完全一致，包括观点、情绪和依据。,1.0
,,0.8,resolution,ev-02212,E045_SOA_004,智慧停车提高了车位流转率，解决停车难,很多网友表示智慧停车提高了车位流转率，解决了停车难问题,positive,网友,0.7487,,E045,某市停车收费智能化系统争议,ev-02212,很多网友表示 提高了车位流转率 显著解决了停车难,上海市民吐槽：路边停车让后排人下车，仅12秒也被收费…… 2025-08-25 08:19 来源： 新闻晨报 '我把车停在路边，让后排父母下车，只停了12秒，结果收了4元停车费，真是胸闷！' '智慧停车'是上海交通部门为推动交通数字化转型而实施的一项重要举措，通过'无人值守、电子监管、自动计费、便捷支付'的智能化管理模式，收费转为执行咪表收费标准，旨在实现停车资源的共享利用，为车主提供更加轻松、便捷的停车体验。 然而，本该更便民的'智慧停车'，却让不少市民有'踩坑'之感。顾秀平、周振波等市人大代表认为，'智慧停车'...,not_final_human_decision,,resolution,ev-02212,,智慧停车提高了车位流转率，解决停车难,很多网友表示智慧停车提高了车位流转率，解决了停车难问题,positive,网友,supported,need_review,no_issue,diffusion;follow_up,,智慧停车提高了车位流转率，解决停车难,很多网友表示智慧停车提高了车位流转率，解决了停车难问题,unreviewed,,positive,system_candidate,网友,supported,E045_SOA_004,supported,证据中明确提到'很多网友表示 提高了车位流转率 显著解决了停车难'，直接支持候选元组的opinion和sentiment。,1.0
,,0.8,conflict,ev-02265,E046_SOA_001,需平衡配送速度与交通安全,别让骑手在'速度'里丢了安全,negative,媒体,0.7622,,E046,某地外卖骑手交通安全治理争议,ev-02265,别让骑手在'速度'里丢了安全;如何兼顾'准时送达'的速度与交通安全，已成为关乎民生的重要课题,"红灯30分钟不变，直接闯算违章吗？交警：这都不懂，活该扣分 飞花文史 2023-12-03 16:40 '这红灯怎么半天不变啊？' '是不是出故障了，我还赶着去上班呢' '不管了，我要去送外卖！！' 谁能想到一外卖小哥在交叉路口等了故障的红绿灯半个小时，最后不得已违反交通规则却遭到了处罚？具体故事请跟随我们的脚步，继续往下看。 1. 任务紧赶时间,快递员冒险闯红灯 王鹏是一家快递公司的快递员,平时负责在城市里送快递。这天上午,王鹏接到一个重要的任务,需要在下午2点前将一个重要物品送到郊区一个重要客户那里。 这个客户...",not_final_human_decision,,conflict,ev-02265,verification_rationale: 观点和依据被证据支持，但情绪negative未被证据支持（证据为中性报道）。; issue_flags: sentiment_not_supported,需平衡配送速度与交通安全,别让骑手在'速度'里丢了安全,negative,媒体,partially_supported,need_review,sentiment_not_supported,diffusion;follow_up,,需平衡配送速度与交通安全,别让骑手在'速度'里丢了安全,unreviewed,,negative,system_candidate,媒体,partially_supported,E046_SOA_001,partially_supported,观点和依据被证据支持，但情绪negative未被证据支持（证据为中性报道）。,0.5
,,0.8,trigger,ev-02269,E046_SOA_002,算法治理保障骑手安全取得成效,北京算法治理见成效，破除信息茧房，骑手防疲劳,positive,监管部门,0.7622,,E046,某地外卖骑手交通安全治理争议,ev-02269,破除信息茧房，骑手'812'防疲劳……北京算法治理见成效;北京算法治理已取得明显成效;美团推出超时免罚和8小时预警、12小时强制休息机制,平台算法调整能否成为骑手安全与效率的破局关键？ BigNews 2025.12.20 08:10 2025年电动车新国标强制限速25km/h的落地，将外卖骑手推入安全与收入的尖锐矛盾中，而平台算法调整能否成为破局关键，正引发社会各界对技术伦理与劳动权益的深度博弈。 一、算法是骑手安全困境的核心症结 算法规则脱离物理现实 平台算法以历史数据为基础，默认骑手行驶时速需达40-50km/h才能完成日均50单的订单量。但新国标强制限速25km/h后，骑手若严格合规，日单量骤降至30单，收入腰斩。为规避系统惩罚，骑手被迫通过...,not_final_human_decision,,trigger,ev-02269,,算法治理保障骑手安全取得成效,北京算法治理见成效，破除信息茧房，骑手防疲劳,positive,监管部门,supported,need_review,no_issue,diffusion;follow_up,,算法治理保障骑手安全取得成效,北京算法治理见成效，破除信息茧房，骑手防疲劳,unreviewed,,positive,system_candidate,监管部门,supported,E046_SOA_002,supported,证据明确提到北京算法治理见成效，包括骑手防疲劳措施，且监管部门（北京市网信办等）参与治理，观点和情绪均有证据支持。,1.0
,,0.8,response,ev-02271,E046_SOA_003,将加强外卖快递行业交通安全管理,关于公安机关加强外卖、快递行业交通安全管理的提案的答复,neutral,交警部门,0.7622,,E046,某地外卖骑手交通安全治理争议,ev-02271,关于公安机关加强外卖、快递行业交通安全管理的提案的答复,平台算法未随新国标调整，配送时间为何仍压榨骑手？ BigNews 2025.12.08 08:16 当新国标试图用'15公里时速计算配送时间'和'4小时强制休息'缓解骑手压力时，算法与现实的割裂却让骑手陷入'越合规越穷困'的生存悖论——安全与温饱的尖锐对立，暴露了政策善意与平台执行间的致命断层。 一、算法滞后：平台配送规则与新国标严重脱节 时限计算脱离现实场景 新国标要求以≤15公里/小时（非车辆限速）核算配送时长，但多数平台仍按旧算法设置时限。例如3公里订单仅给25分钟，而骑手实测合规行驶需35分钟以上。武汉骑手...,not_final_human_decision,,response,ev-02271,,将加强外卖快递行业交通安全管理,关于公安机关加强外卖、快递行业交通安全管理的提案的答复,neutral,交警部门,supported,need_review,no_issue,diffusion;follow_up,,将加强外卖快递行业交通安全管理,关于公安机关加强外卖、快递行业交通安全管理的提案的答复,unreviewed,,neutral,system_candidate,交警部门,supported,E046_SOA_003,supported,证据是郑州市公安局关于加强外卖、快递行业交通安全管理的提案答复，直接支持交警部门将加强管理的观点，且情绪为中性。,1.0
,,0.8,trigger,ev-02281,E046_SOA_004,将强化骑手安全管理，记满12分停止接单,记满12分，就不允许接单了！外卖企业承诺强化骑手安全管理,neutral,平台企业,0.7622,,E046,某地外卖骑手交通安全治理争议,ev-02281,'饿了么'湘乡城市经理王琴作为企业代表表态，将认真履行安全主体责任...累计记分满12分的，将强制其停止接单。,关于对市政协八届四次会议368号提案的答复 发布日期: 2025-11-24 发布机构: 晋城市公安局 尊敬的王采军委员： 您提出的《关于加强外卖配送行业交通违法行为整治的建议》已收悉，经研究，现答复如下： 外卖送餐车辆一直是交警部门管理的重点，由于很多外卖骑手驾驶人素质参差不齐、交通安全意识淡薄，各类交通违法行为 多发，交警部门多措并举，不断加强外卖配送行业交通违法行为整治。 一、加强行业监管，压实平台主体责任。交警部门以电动车安全隐患全链条整治行动为契机，联合市场监督管理部门召集全市外卖配送企业配送员开展面对面...,not_final_human_decision,,trigger,ev-02281,,将强化骑手安全管理，记满12分停止接单,记满12分，就不允许接单了！外卖企业承诺强化骑手安全管理,neutral,平台企业,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,将强化骑手安全管理，记满12分停止接单,记满12分，就不允许接单了！外卖企业承诺强化骑手安全管理,unreviewed,,neutral,system_candidate,平台企业,supported,E046_SOA_004,supported,证据中明确提到外卖企业（饿了么）代表承诺建立机制，记满12分停止接单，与候选元组完全一致。,1.0
